"X1","X2","X3","X4","X5"
0.998942,0.997046,0.967456,0.99173,0.998684
0.959287,0.998631,0.999635,0.969449,0.946297
0.981287,0.978097,0.954479,0.95958,0.920916
0.927448,0.990824,0.99694,0.971149,0.962182
0.96913,0.982602,0.959432,0.994903,0.99692
0.978191,0.992479,0.964246,0.962973,0.856802
0.967985,0.999722,0.997349,0.974067,0.994094
0.992345,0.998608,0.962257,0.965739,0.77958
0.982193,0.962998,0.96488,0.944389,0.991214
0.986173,0.957729,0.919513,0.976072,0.999735
0.998513,0.974989,0.999324,0.951452,0.96278
0.951861,0.905874,0.739689,0.995178,0.970461
0.997413,0.981527,0.957913,0.932198,0.903366
0.987185,0.994216,0.976637,0.817368,0.996692
0.999861,0.997542,0.997871,0.995781,0.99891
0.997259,0.99074,0.989964,0.98431,0.975764
0.981116,0.942169,0.999543,0.982438,0.995396
0.960011,0.995751,0.995443,0.991885,0.993542
0.969982,0.988263,0.999929,0.997575,0.993778
0.999419,0.999682,0.933151,0.975205,0.963468
0.989038,0.962626,0.993816,0.966036,0.719136
0.994382,0.995934,0.988788,0.998379,0.976572
0.978384,0.988843,0.954408,0.964868,0.949943
0.972358,0.99835,0.942919,0.97202,0.998267
0.905914,0.980094,0.975864,0.995956,0.995809
0.994121,0.998236,0.999495,0.970356,0.976719
0.958167,0.97696,0.998695,0.999901,0.99836
0.99965,0.948183,0.947496,0.998203,0.999382
0.999163,0.992714,0.999664,0.99771,0.999146
0.998881,0.972762,0.895923,0.877187,0.999003
0.978862,0.999789,0.99482,0.961291,0.998135
0.999358,0.872671,0.94178,0.998062,0.95955
0.998075,0.997364,0.951101,0.99881,0.999619
0.956692,0.851845,0.999604,0.933367,0.996771
0.978755,0.975846,0.968052,0.998008,0.962167
0.995828,0.976927,0.966659,0.958081,0.994066
0.96827,0.989874,0.953328,0.998306,0.99791
0.999878,0.989011,0.986898,0.977209,0.99948
0.982688,0.998675,0.972461,0.969162,0.907559
0.991224,0.988469,0.943806,0.971321,0.996428
0.995598,0.887469,0.983596,0.998398,0.998123
0.973018,0.987447,0.984797,0.999068,0.98966
0.97467,0.963344,0.967034,0.957497,0.900118
0.998226,0.983466,0.971604,0.998156,0.957286
0.999848,0.99873,0.999818,0.990062,0.999644
0.961117,0.971862,0.97519,0.967808,0.996597
0.997188,0.960697,0.970159,0.963976,0.992632
0.986883,0.972066,0.977933,0.998766,0.860245
0.640713,0.982415,0.966,0.779277,0.991836
0.999179,0.990988,0.985375,0.986221,0.946675
0.954063,0.994214,0.996419,0.997739,0.991113
0.990618,0.968605,0.992517,0.998692,0.987555
0.981847,0.9958,0.996785,0.894374,0.960456
0.999985,0.960188,0.996124,0.980321,0.955124
0.974677,0.984259,0.998237,0.980313,0.955537
0.99708,0.998922,0.995409,0.969491,0.950066
0.988257,0.998011,0.983845,0.908218,0.954065
0.998436,0.971729,0.974993,0.957451,0.916639
0.985838,0.998384,0.744163,0.985194,0.980002
0.973996,0.996355,0.91137,0.986753,0.997194
0.997577,0.99768,0.889354,0.968842,0.999487
0.992333,0.961166,0.999062,0.975581,0.893065
0.952558,0.998684,0.895857,0.963508,0.973815
0.998696,0.957622,0.947748,0.9898,0.977099
0.998754,0.996082,0.962607,0.995516,0.998298
0.973138,0.955763,0.997961,0.98357,0.99635
0.991694,0.998427,0.94944,0.992954,0.996964
0.999366,0.94441,0.988518,0.839381,0.974353
0.981161,0.960928,0.999486,0.967027,0.990169
0.997769,0.941408,0.997445,0.99243,0.974299
0.9809,0.980404,0.998361,0.999969,0.963398
0.965429,0.958513,0.99271,0.988686,0.997518
0.971831,0.997851,0.992653,0.94851,0.998076
0.999497,0.990612,0.999395,0.960754,0.98818
0.97621,0.991676,0.937035,0.961933,0.978705
0.996513,0.999911,0.998474,0.998711,0.964487
0.988924,0.997601,0.97355,0.958505,0.965718
0.99495,0.971386,0.996272,0.684603,0.980429
0.983253,0.999086,0.986547,0.961422,0.970663
0.998812,0.997167,0.973147,0.998905,0.999264
0.972362,0.997503,0.975409,0.973185,0.961492
0.960663,0.746832,0.974397,0.967243,0.949342
0.973313,0.978049,0.970546,0.984683,0.955867
0.995863,0.998713,0.703587,0.968352,0.971538
0.960693,0.986751,0.999405,0.997527,0.998996
0.974602,0.991488,0.982335,0.970722,0.998464
0.995241,0.98851,0.922991,0.999867,0.934172
0.94305,0.959274,0.966565,0.999124,0.891891
0.991917,0.979763,0.892578,0.965287,0.967878
0.933401,0.960485,0.939462,0.999093,0.968719
0.963264,0.953831,0.965994,0.999748,0.984884
0.928751,0.991648,0.883293,0.939815,0.98447
0.999601,0.981148,0.99943,0.993868,0.97292
0.970293,0.995855,0.476654,0.926,0.991825
0.962552,0.996067,0.996097,0.974324,0.716402
0.973171,0.987759,0.976277,0.998978,0.998197
0.954562,0.93983,0.774153,0.994877,0.996618
0.999778,0.962998,0.991235,0.983269,0.996524
0.949877,0.95444,0.867415,0.914254,0.974784
0.999607,0.988342,0.998354,0.949765,0.99497
0.935617,0.952438,0.998527,0.975575,0.994282
0.978228,0.966084,0.93659,0.965439,0.996066
0.999509,0.991345,0.99282,0.999325,0.998536
0.977429,0.957292,0.997614,0.576347,0.999655
0.992968,0.979356,0.954446,0.961185,0.982671
0.981249,0.981554,0.990196,0.959507,0.96836
0.971917,0.956067,0.956338,0.99966,0.9536
0.968994,0.955848,0.955494,0.968425,0.887029
0.999955,0.988081,0.933083,0.960336,0.944515
0.974574,0.998742,0.987524,0.933915,0.968149
0.942896,0.959371,0.986912,0.839576,0.971785
0.982815,0.964273,0.957703,0.961786,0.837561
0.998224,0.952281,0.994969,0.958214,0.977119
0.969475,0.999936,0.980223,0.968516,0.966261
0.958489,0.974259,0.99495,0.994227,0.950087
0.992175,0.963453,0.999316,0.969703,0.984304
0.963591,0.981273,0.999936,0.985383,0.998026
0.967367,0.980863,0.95425,0.951697,0.993588
0.942559,0.998366,0.947098,0.976739,0.999856
0.94797,0.902784,0.939238,0.994722,0.991692
0.986675,0.985232,0.978159,0.98877,0.997425
0.988894,0.961705,0.989263,0.974439,0.954424
0.987953,0.99626,0.99075,0.999276,0.999795
0.962164,0.995584,0.991672,0.994772,0.954209
0.998141,0.999119,0.964339,0.978329,0.903073
0.981552,0.984357,0.955615,0.991346,0.881516
0.971657,0.93269,0.961264,0.860502,0.979471
0.984059,0.953598,0.998071,0.953465,0.976975
0.999808,0.995883,0.975127,0.929854,0.966261
0.959863,0.969025,0.983941,0.987124,0.999772
0.998626,0.964085,0.998747,0.984787,0.999914
0.963364,0.997976,0.994234,0.993323,0.899771
0.999511,0.993617,0.994675,0.845496,0.945249
0.94278,0.998799,0.997251,0.9993,0.958622
0.994446,0.954175,0.97416,0.998709,0.977825
0.984255,0.998007,0.951087,0.995025,0.978783
0.965922,0.989841,0.997502,0.99789,0.962187
0.984152,0.994923,0.994278,0.92999,0.960508
0.994329,0.999791,0.960712,0.923188,0.998096
0.994971,0.998194,0.984048,0.797765,0.926518
0.941257,0.945403,0.998308,0.964722,0.999799
0.967419,0.972281,0.911237,0.995525,0.988297
0.984178,0.973175,0.995202,0.94791,0.966962
0.999043,0.998803,0.991176,0.998235,0.997065
0.913418,0.999427,0.997831,0.982953,0.982101
0.976471,0.973113,0.98519,0.949613,0.980396
0.997404,0.958251,0.984531,0.996174,0.986928
0.979291,0.897646,0.999694,0.970715,0.966532
0.919317,0.997626,0.995383,0.805152,0.964887
0.958019,0.990188,0.982762,0.977991,0.977105
0.999557,0.993344,0.998445,0.961837,0.975796
0.9801,0.993971,0.992841,0.981413,0.829451
0.994688,0.978767,0.934417,0.911959,0.960348
0.957775,0.994208,0.999385,0.892077,0.971094
0.978915,0.997294,0.908274,0.983445,0.94611
0.995488,0.997698,0.961045,0.981448,0.987099
0.996369,0.999025,0.996804,0.984238,0.70243
0.979579,0.963755,0.97453,0.96204,0.998423
0.99816,0.998223,0.960352,0.999448,0.966598
0.989049,0.954952,0.982522,0.993606,0.96252
0.990624,0.974575,0.975409,0.955744,0.999126
0.969245,0.996217,0.991835,0.998978,0.962111
0.998187,0.776554,0.993851,0.933561,0.967731
0.994961,0.99812,0.962325,0.985078,0.96004
0.998201,0.876607,0.957365,0.993043,0.96532
0.971316,0.985979,0.916209,0.999902,0.992127
0.999783,0.96159,0.993808,0.990071,0.99538
0.9983,0.944195,0.99934,0.999909,0.998751
0.966253,0.972781,0.957231,0.999657,0.971605
0.971908,0.999805,0.996059,0.917405,0.99587
0.998919,0.993286,0.995901,0.986733,0.94829
0.99951,0.998869,0.952528,0.973411,0.940298
0.968586,0.997662,0.985019,0.993854,0.940821
0.975705,0.996132,0.974485,0.995459,0.962736
0.920134,0.974617,0.967487,0.988212,0.99877
0.99981,0.999176,0.999811,0.969865,0.996626
0.99046,0.999772,0.999188,0.998543,0.999006
0.996657,0.98383,0.990694,0.984945,0.98388
0.800621,0.999595,0.983515,0.999841,0.9489
0.995876,0.969455,0.999551,0.970559,0.994612
0.996269,0.991784,0.999336,0.998059,0.992892
0.958773,0.993543,0.993883,0.967612,0.982317
0.978545,0.747369,0.99098,0.98574,0.996483
0.989106,0.999459,0.957907,0.996134,0.997868
0.950332,0.997139,0.994207,0.974513,0.99753
0.997825,0.998927,0.939057,0.959657,0.998943
0.992977,0.992911,0.998116,0.977405,0.998954
0.99765,0.993067,0.99018,0.71149,0.796419
0.994147,0.977703,0.689535,0.997629,0.973744
0.999888,0.999257,0.976646,0.997778,0.808475
0.998242,0.99528,0.998441,0.998392,0.997559
0.999299,0.996466,0.981848,0.962158,0.791056
0.974607,0.956387,0.970672,0.991814,0.956788
0.998327,0.958414,0.99702,0.995495,0.988724
0.998235,0.955848,0.952095,0.889921,0.998583
0.99283,0.967612,0.99453,0.99486,0.932144
0.958463,0.969756,0.999495,0.997586,0.920618
0.965271,0.982472,0.999827,0.998502,0.991444
0.993763,0.99735,0.838716,0.997828,0.984455
0.980147,0.994796,0.983021,0.969275,0.985218
0.957384,0.959493,0.99794,0.972331,0.973787
0.995294,0.970804,0.985457,0.998945,0.948249
0.957975,0.999036,0.997079,0.989659,0.911964
0.995592,0.992357,0.986691,0.99995,0.997471
0.996915,0.959493,0.999834,0.98455,0.999288
0.999657,0.987715,0.997545,0.961811,0.999767
0.984526,0.968462,0.995345,0.999404,0.919588
0.999686,0.998449,0.985141,0.99909,0.938595
0.991293,0.958293,0.791915,0.997389,0.960928
0.97158,0.629111,0.998386,0.997538,0.961145
0.981756,0.960301,0.982982,0.991894,0.984449
0.96716,0.995813,0.988919,0.955735,0.997882
0.977243,0.995428,0.961228,0.996361,0.999545
0.954326,0.964631,0.989217,0.993721,0.962475
0.983557,0.930207,0.999726,0.965079,0.971959
0.84847,0.970797,0.997511,0.99494,0.936647
0.987965,0.988642,0.852515,0.999642,0.998784
0.991711,0.998931,0.985261,0.99486,0.999606
0.992342,0.861921,0.993092,0.999492,0.990433
0.9986,0.990381,0.981257,0.996636,0.989618
0.966972,0.970462,0.998124,0.883921,0.974387
0.988201,0.96752,0.99565,0.998817,0.965886
0.999429,0.99964,0.998078,0.99169,0.952588
0.981286,0.970499,0.995198,0.982245,0.959744
0.998894,0.863695,0.981077,0.990277,0.885749
0.979349,0.967612,0.952014,0.99975,0.999983
0.932143,0.995418,0.9679,0.999442,0.976836
0.996692,0.996453,0.992909,0.95574,0.867699
0.903287,0.961936,0.997157,0.960938,0.93774
0.989295,0.986094,0.989761,0.998609,0.999593
0.984137,0.992164,0.970355,0.980476,0.983868
0.984054,0.948548,0.950112,0.987559,0.957513
0.99334,0.994375,0.966016,0.98478,0.980344
0.969695,0.959948,0.973811,0.994755,0.973032
0.96626,0.998503,0.951878,0.958613,0.976884
0.981004,0.977965,0.999386,0.971651,0.955534
0.98297,0.969752,0.999562,0.998845,0.989873
0.999279,0.960357,0.974174,0.954539,0.87506
0.960171,0.962461,0.865638,0.998246,0.990896
0.952908,0.9543,0.969536,0.997397,0.983502
0.923861,0.983718,0.972344,0.993418,0.885853
0.991025,0.996849,0.993674,0.958253,0.953298
0.999019,0.861765,0.990718,0.967499,0.997534
0.958008,0.958577,0.963206,0.976166,0.999928
0.982048,0.997731,0.956213,0.990465,0.963352
0.968822,0.995506,0.997335,0.979741,0.981452
0.939152,0.999361,0.999817,0.996014,0.999858
0.698517,0.897411,0.998669,0.971748,0.966169
0.97844,0.963494,0.963851,0.977802,0.977136
0.946656,0.999819,0.996325,0.998055,0.998671
0.978958,0.860701,0.954982,0.960058,0.980903
0.971867,0.940165,0.999904,0.98816,0.974742
0.965411,0.804433,0.810123,0.964976,0.770184
0.999567,0.993714,0.956504,0.98255,0.960009
0.964985,0.981828,0.999435,0.998117,0.956532
0.949874,0.996828,0.928439,0.996168,0.901483
0.412904,0.996096,0.891348,0.963289,0.99896
0.959268,0.993958,0.902422,0.96921,0.968058
0.995021,0.790429,0.999837,0.994256,0.951167
0.953422,0.986987,0.978423,0.95857,0.975796
0.999042,0.997039,0.994588,0.989071,0.99258
0.876521,0.952349,0.960352,0.99865,0.967688
0.833845,0.998708,0.965501,0.998327,0.939713
0.967324,0.996356,0.968054,0.999134,0.956117
0.905429,0.999722,0.970504,0.998691,0.998053
0.99968,0.956911,0.998128,0.999,0.995294
0.998602,0.971462,0.960352,0.982371,0.991483
0.967142,0.992403,0.978682,0.981715,0.989162
0.976955,0.999595,0.968606,0.966907,0.966766
0.891263,0.987088,0.982057,0.958383,0.992886
0.996374,0.957008,0.96268,0.997873,0.99952
0.986075,0.978844,0.966591,0.997648,0.949521
0.963312,0.957649,0.948045,0.945959,0.986511
0.954764,0.994518,0.958786,0.962409,0.980871
0.978183,0.999694,0.964297,0.994501,0.991663
0.972398,0.999971,0.940766,0.772638,0.967805
0.979934,0.96355,0.970809,0.998537,0.9377
0.988199,0.995126,0.977475,0.987721,0.976497
0.959625,0.976633,0.999471,0.992718,0.916419
0.993454,0.999713,0.974319,0.996556,0.983982
0.987289,0.96494,0.973835,0.974927,0.999553
0.99939,0.998602,0.976657,0.982578,0.997152
0.865043,0.975181,0.995651,0.978998,0.993638
0.999774,0.982193,0.999075,0.996934,0.997709
0.927985,0.98808,0.998243,0.98028,0.999657
0.997613,0.982862,0.998741,0.968427,0.933402
0.999809,0.986598,0.998889,0.975483,0.994741
0.958941,0.871365,0.983209,0.999857,0.999075
0.985492,0.976919,0.962549,0.999761,0.995456
0.985543,0.986423,0.986022,0.974698,0.994517
0.981669,0.975379,0.773407,0.964621,0.970719
0.963217,0.995064,0.935525,0.994988,0.992272
0.945186,0.999709,0.993002,0.999603,0.989969
0.99868,0.993349,0.992628,0.995667,0.975588
0.938566,0.989933,0.998821,0.985314,0.997614
0.987074,0.993364,0.977917,0.839576,0.986961
0.971376,0.953599,0.991723,0.999738,0.842547
0.967031,0.995646,0.944434,0.837222,0.989381
0.975904,0.981923,0.96518,0.999476,0.999476
0.96531,0.982491,0.999858,0.992203,0.999003
0.972835,0.954483,0.960352,0.963686,0.983403
0.9999,0.967946,0.961849,0.844204,0.995504
0.958275,0.985108,0.97191,0.968717,0.997789
0.992841,0.997437,0.968989,0.9399,0.993072
0.98467,0.995733,0.969494,0.990035,0.823703
0.999113,0.964428,0.959508,0.989533,0.972963
0.725498,0.962821,0.973552,0.961048,0.966261
0.99898,0.997881,0.962952,0.998496,0.994933
0.999733,0.95243,0.990255,0.999375,0.930361
0.883044,0.997386,0.980392,0.999418,0.97342
0.997044,0.974356,0.968356,0.958922,0.983158
0.980676,0.996245,0.852998,0.94694,0.955899
0.955936,0.97207,0.998086,0.85599,0.98071
0.979204,0.997562,0.983975,0.972972,0.960638
0.945845,0.82732,0.952886,0.970645,0.970103
0.982068,0.987655,0.996254,0.979942,0.996644
0.992653,0.994707,0.994232,0.992394,0.998097
0.956328,0.994391,0.677048,0.998643,0.888528
0.995665,0.962818,0.966969,0.931253,0.981735
0.980782,0.984074,0.951222,0.96698,0.997921
0.9963,0.97109,0.988471,0.938211,0.996509
0.976144,0.846778,0.995234,0.995881,0.999618
0.786654,0.991322,0.995805,0.961653,0.980555
0.9681,0.981156,0.996857,0.998648,0.967918
0.996625,0.989802,0.98572,0.976154,0.973303
0.997926,0.903244,0.999205,0.985962,0.905188
0.999896,0.998762,0.994591,0.998016,0.994614
0.982444,0.995271,0.895132,0.986354,0.977178
0.991134,0.995486,0.998774,0.994701,0.99841
0.858323,0.997085,0.954074,0.981936,0.999795
0.974078,0.98625,0.963239,0.987872,0.92932
0.981313,0.974728,0.999428,0.826207,0.994491
0.984189,0.998385,0.999276,0.998238,0.923879
0.970448,0.996152,0.972725,0.950586,0.948257
0.994895,0.981602,0.995738,0.967,0.994844
0.952615,0.967345,0.868204,0.994947,0.966533
0.977249,0.99249,0.9983,0.972796,0.976579
0.999076,0.943684,0.948038,0.990737,0.997079
0.974032,0.999572,0.999873,0.757706,0.965556
0.980765,0.998096,0.961029,0.997241,0.956298
0.962177,0.996741,0.989244,0.993808,0.994749
0.999759,0.990414,0.997511,0.962174,0.998908
0.984063,0.999182,0.963396,0.986551,0.960275
0.999949,0.993231,0.995049,0.999939,0.849546
0.997724,0.957123,0.982065,0.992508,0.979592
0.963496,0.973304,0.97691,0.733509,0.96132
0.997821,0.957906,0.977241,0.896103,0.960076
0.999729,0.950057,0.996095,0.998278,0.931277
0.9995,0.985462,0.992491,0.96255,0.983541
0.956272,0.979196,0.987159,0.998276,0.990014
0.998818,0.951487,0.979169,0.962656,0.997494
0.958864,0.961323,0.961225,0.925744,0.9972
0.982327,0.995075,0.999499,0.973046,0.999835
0.998917,0.945127,0.939206,0.922654,0.962187
0.997884,0.916837,0.980693,0.970673,0.981709
0.997097,0.975485,0.946041,0.931965,0.96282
0.962698,0.999488,0.992309,0.994412,0.985282
0.992652,0.957314,0.964425,0.997671,0.965149
0.984357,0.968903,0.998226,0.974241,0.967752
0.999513,0.999406,0.999518,0.933123,0.953871
0.965796,0.917634,0.977753,0.982486,0.966726
0.958339,0.944569,0.998772,0.741797,0.993672
0.978465,0.991278,0.999711,0.990835,0.974211
0.824011,0.997699,0.997505,0.999598,0.960659
0.996544,0.962451,0.972615,0.998427,0.996025
0.999744,0.999814,0.999403,0.94462,0.999859
0.999665,0.957855,0.941875,0.993139,0.97631
0.977298,0.987664,0.942395,0.96263,0.950941
0.991044,0.92548,0.997755,0.993145,0.936709
0.99941,0.977723,0.947024,0.999073,0.85171
0.993127,0.962225,0.996212,0.81439,0.974646
0.96492,0.99957,0.991077,0.956459,0.991791
0.998949,0.955858,0.976827,0.981638,0.994631
0.999286,0.979566,0.968613,0.776574,0.983788
0.961661,0.961269,0.98205,0.968293,0.960416
0.990002,0.888907,0.962431,0.883217,0.995243
0.951751,0.949633,0.99561,0.954779,0.995686
0.964933,0.994046,0.979944,0.985444,0.99947
0.998768,0.967083,0.9954,0.977245,0.972985
0.981314,0.677036,0.974083,0.996383,0.70345
0.99611,0.99124,0.997197,0.975668,0.998615
0.992018,0.958029,0.977043,0.876614,0.971035
0.980738,0.95951,0.997206,0.988462,0.993578
0.984482,0.990408,0.959765,0.995374,0.999167
0.983251,0.992417,0.992537,0.9256,0.957188
0.98413,0.979542,0.99679,0.967403,0.994835
0.996369,0.957235,0.977066,0.973545,0.979857
0.983362,0.973315,0.935583,0.749108,0.924189
0.980327,0.970864,0.99266,0.964671,0.960944
0.997057,0.985267,0.990818,0.973306,0.944433
0.993083,0.992271,0.999211,0.999806,0.999245
0.985428,0.868481,0.995785,0.981473,0.994077
0.876189,0.960284,0.980496,0.877138,0.999651
0.967927,0.957716,0.998,0.955202,0.998452
0.994414,0.997835,0.966458,0.995552,0.994596
0.996512,0.994231,0.992847,0.968225,0.963866
0.98992,0.961988,0.992999,0.98312,0.963078
0.967268,0.991229,0.982818,0.998934,0.767117
0.99999,0.954837,0.985769,0.987391,0.976135
0.998826,0.984654,0.976208,0.947387,0.995196
0.958187,0.998488,0.959567,0.984575,0.999386
0.998197,0.999576,0.999211,0.998614,0.973558
0.992759,0.991715,0.936481,0.912909,0.993671
0.95944,0.949872,0.9958,0.996002,0.99788
0.998068,0.96112,0.998187,0.965188,0.996763
0.996891,0.959535,0.977842,0.677349,0.955883
0.991083,0.94599,0.959999,0.933817,0.996279
0.977224,0.954867,0.981991,0.991392,0.986207
0.986698,0.979419,0.999723,0.990731,0.961148
0.9514,0.99665,0.999484,0.971891,0.918496
0.994887,0.897943,0.998276,0.956561,0.967476
0.999963,0.978721,0.996033,0.974384,0.892116
0.982333,0.971622,0.960857,0.999906,0.976312
0.973381,0.999652,0.920028,0.964255,0.961149
0.96297,0.944324,0.997046,0.981733,0.994288
0.995058,0.99574,0.9977,0.999698,0.968128
0.964318,0.999468,0.999308,0.998909,0.997948
0.996582,0.959327,0.981041,0.970695,0.995372
0.982029,0.981396,0.986224,0.957652,0.917937
0.963042,0.96329,0.990003,0.974317,0.997815
0.977564,0.59467,0.998363,0.952973,0.961691
0.961198,0.990023,0.954565,0.997589,0.9536
0.986834,0.996587,0.999065,0.999493,0.999393
0.999746,0.982678,0.937868,0.988009,0.999057
0.999843,0.953417,0.980323,0.955409,0.988096
0.998757,0.970856,0.998777,0.971344,0.97641
0.951451,0.958716,0.97169,0.952351,0.828587
0.948675,0.999441,0.968056,0.957742,0.99812
0.949119,0.95564,0.988224,0.981503,0.997096
0.977215,0.995018,0.982118,0.993699,0.961662
0.997389,0.976214,0.942849,0.999832,0.994128
0.954268,0.958137,0.979858,0.96089,0.966605
0.995303,0.997438,0.99921,0.99302,0.995169
0.99936,0.965865,0.991231,0.987753,0.975513
0.990097,0.980913,0.971774,0.95817,0.960923
0.999318,0.955842,0.994137,0.973966,0.967296
0.972014,0.969421,0.953388,0.998873,0.956502
0.925841,0.998804,0.941055,0.993931,0.959273
0.99975,0.955595,0.986009,0.983102,0.999011
0.999213,0.962563,0.976385,0.791416,0.996642
0.987117,0.971847,0.997738,0.996377,0.928657
0.979077,0.993158,0.97943,0.997496,0.998453
0.997741,0.948828,0.992986,0.95749,0.973695
0.993751,0.993869,0.99568,0.970904,0.950191
0.989065,0.846077,0.998825,0.999474,0.995854
0.982079,0.949888,0.982479,0.997257,0.987566
0.957402,0.998396,0.952146,0.996817,0.991963
0.96708,0.982539,0.990819,0.966992,0.988605
0.967615,0.993974,0.970991,0.958105,0.985889
0.999895,0.807414,0.997421,0.921991,0.914582
0.99868,0.960199,0.997996,0.973999,0.969324
0.998006,0.956387,0.999382,0.997772,0.999824
0.981742,0.95564,0.963821,0.994688,0.992078
0.95944,0.962741,0.98133,0.91272,0.97846
0.98385,0.775137,0.760602,0.977855,0.999028
0.987944,0.9942,0.99574,0.985493,0.999815
0.997757,0.851302,0.998501,0.925482,0.984313
0.999514,0.921933,0.999155,0.99958,0.865288
0.992423,0.981205,0.999123,0.986547,0.99893
0.997371,0.962787,0.998397,0.941764,0.953498
0.99916,0.985771,0.996186,0.918537,0.997108
0.967822,0.993203,0.987818,0.996317,0.999861
0.972514,0.96431,0.986755,0.953053,0.966553
0.980713,0.971984,0.965898,0.957488,0.926187
0.958215,0.958401,0.999224,0.960829,0.99301
0.998678,0.996762,0.955228,0.961938,0.998867
0.945649,0.971867,0.994467,0.988145,0.970888
0.96434,0.973684,0.991871,0.966158,0.99869
0.944608,0.9928,0.958144,0.973217,0.960161
0.957685,0.883525,0.958907,0.999526,0.985867
0.989055,0.987909,0.963022,0.975844,0.996282
0.997624,0.998332,0.997949,0.903813,0.89602
0.998729,0.995685,0.998741,0.999672,0.975045
0.864806,0.9801,0.999289,0.972076,0.996075
0.99843,0.962616,0.980374,0.99718,0.996303
0.996507,0.991762,0.999163,0.975356,0.973304
0.995303,0.962444,0.955251,0.990685,0.982175
0.959205,0.981854,0.991143,0.995279,0.975611
0.997066,0.993678,0.961715,0.964529,0.991462
