"X1","X2","X3","X4","X5"
0.0432193,0.0434245,0.0322954,0.0350078,0.0453764
0.0361905,0.0473345,0.0105412,0.0402782,0.0428255
0.0402368,0.0388914,0.0423471,0.0411109,0.0412801
0.0375172,0.0402042,0.0407463,0.0399837,0.03805
0.0566844,0.0383471,0.0418087,0.0397377,0.0395009
0.0401162,0.0359228,0.039585,0.0412983,0.0350154
0.0551943,0.04312,0.0426493,0.0375326,0.0313807
0.0425313,0.0135253,0.0341804,0.0106428,0.0404326
0.042196,0.0371012,0.0313071,0.0355216,0.0381463
0.0390131,0.0294226,0.0388665,0.0485946,0.0381783
0.0365173,0.0398765,0.044446,0.0352471,0.0422628
0.0389242,0.0430995,0.035544,0.0395418,0.0400713
0.0382855,0.0400371,0.0343526,0.0394539,0.0389701
0.0390948,0.0370999,0.0406927,0.024341,0.0438587
0.0179281,0.041708,0.0302509,0.0437099,0.0404266
0.0446145,0.0384284,0.0309196,0.0376075,0.0405612
0.0443564,0.0407189,0.038889,0.0644309,0.0398469
0.0354652,0.0405026,0.0436885,0.0381566,0.0410125
0.0443565,0.0368302,0.040782,0.0369914,0.0375029
0.0392646,0.0443001,0.0438061,0.0411111,0.040921
0.0361772,0.0406929,0.047365,0.0401171,0.0384136
0.0343105,0.039014,0.044029,0.0399512,0.0786415
0.0577707,0.0380331,0.0386581,0.0388226,0.0557362
0.0399523,0.040356,0.046644,0.0370756,0.0508464
0.0368119,0.0401676,0.0387269,0.0384849,0.0517611
0.0386092,0.0469913,0.0407469,0.0387859,0.0411592
0.0398866,0.0347456,0.0396501,0.0384208,0.0414611
0.0476804,0.0392693,0.0196951,0.0384454,0.0404903
0.0287385,0.0403226,0.0218256,0.0381226,0.0393551
0.0422986,0.0395047,0.0389007,0.0405383,0.0422404
0.0440092,0.0398389,0.037533,0.0434729,0.0413058
0.0332332,0.0398691,0.040925,0.0426942,0.0407207
0.0404264,0.0401104,0.0402567,0.0360214,0.0282885
0.0361187,0.0383155,0.0381858,0.0601424,0.0400248
0.0386686,0.0384858,0.0398058,0.0366473,0.0397871
0.0525251,0.030851,0.0401138,0.0435656,0.0409252
0.0398709,0.0407828,0.0408484,0.023029,0.0405144
0.038975,0.0516696,0.0380866,0.0502195,0.103306
0.0457909,0.0333173,0.0361627,0.0412053,0.0143577
0.0381031,0.0392522,0.0444631,0.0362802,0.0393249
0.0405949,0.0393018,0.0384612,0.0486033,0.0395873
0.0422576,0.0398589,0.0415265,0.0431721,0.0494836
0.0458468,0.0385181,0.0270542,0.0387848,0.03794
0.0399613,0.0346253,0.030383,0.0352904,0.0416615
0.0432591,0.039783,0.0390768,0.0380996,0.0416115
0.0266625,0.0422049,0.0438554,0.0387839,0.0423708
0.0406515,0.0486909,0.0438653,0.0360398,0.0372787
0.043904,0.0479031,0.0407396,0.0398523,0.0300606
0.0403206,0.0422746,0.0428125,0.0396219,0.0212375
0.0449594,0.0343666,0.0417593,0.0403604,0.0452611
0.0369332,0.0407588,0.0421949,0.0367816,0.0387323
0.0380593,0.0390985,0.032396,0.0336919,0.0378734
0.039836,0.0392096,0.0325556,0.0369441,0.0403179
0.0398224,0.0359603,0.0387258,0.0536891,0.0398421
0.0585915,0.0402291,0.0471326,0.0390002,0.0359716
0.0362052,0.0361957,0.0403992,0.0382117,0.0432024
0.000129708,0.0401389,0.0397374,0.0392414,0.043406
0.0424625,0.036774,0.0511767,0.0398182,0.0228468
0.0397931,0.0256205,0.0391467,0.0291093,0.040048
0.040435,0.036936,0.0408959,0.0397205,0.0399208
0.0387226,0.0401903,0.0399066,0.0380038,0.0418159
0.028013,0.0376695,0.0398065,0.0378957,0.0346047
0.0454936,0.0371482,0.041155,0.0325777,0.0549509
0.0241331,0.0427239,0.0386202,0.0379779,0.0364696
0.0361602,0.0374379,0.0394102,0.0384138,0.0360968
0.0362154,0.0438344,0.0406988,0.0405193,0.0408431
0.0350855,0.0374154,0.0474185,0.0396462,0.0372893
0.0282202,0.0452174,0.0389607,0.04779,0.0385127
0.0361003,0.0417745,0.0421158,0.0445703,0.0801962
0.046425,0.0453791,0.0320436,0.0374622,0.0410116
0.0369371,0.037557,0.0388872,0.041664,0.039585
0.0391023,0.0399658,0.0357084,0.0397318,0.040778
0.036234,0.0443258,0.0321036,0.0411725,0.0384473
0.043273,0.0390004,0.040976,0.0386205,0.0408902
0.0334575,0.0416051,0.0441637,0.0510269,0.0215936
0.0466727,0.0535146,0.0503083,0.0141787,0.0363774
0.0188201,0.0361205,0.0393882,0.0407496,0.0418522
0.0426543,0.0386768,0.0380515,0.0386897,0.0418649
0.0403371,0.0377025,0.0545378,0.0394786,0.0392908
0.039849,0.0360666,0.0388716,0.0398331,0.0418462
0.0399936,0.0372627,0.0396499,0.0415005,0.0414473
0.0358237,0.0308089,0.0292109,0.0392487,0.040583
0.0406999,0.0402805,0.0205512,0.038904,0.0315154
0.0373561,0.0416051,0.038683,0.0489916,0.0423796
0.0622617,0.0433925,0.0345898,0.0428005,0.03019
0.0429421,0.0470262,0.0406084,0.0394938,0.0423654
0.0390691,0.0408125,0.0261946,0.0407753,0.0578607
0.0397975,0.0406454,0.0404551,0.0422579,0.0381636
0.0394448,0.0433574,0.0419044,0.0405235,0.038846
0.0392531,0.0394547,0.0410691,0.0289795,0.0411785
0.0429861,0.0408114,0.038635,0.0496835,0.0360927
0.0402482,0.0375803,0.0409871,0.0384024,0.0406819
0.0499601,0.0389264,0.0410735,0.0396807,0.0260403
0.0358559,0.0401817,0.0402247,0.040874,0.0269738
0.036675,0.0376728,0.0340651,0.0410981,0.0389214
0.0354843,0.0488405,0.0383539,0.0383891,0.0418544
0.038344,0.0421058,0.0377541,0.0472243,0.0393272
0.0396322,0.0398685,0.0388007,0.0408134,0.0422949
0.0389706,0.0418338,0.0405853,0.0392888,0.000777561
0.0412567,0.00975287,0.0403561,0.0389126,0.326081
0.0400115,0.0413741,0.0700469,0.0515155,0.0360981
0.0370973,0.0365735,0.0436545,0.0485882,0.0350667
0.0388437,0.0420009,0.0371142,0.0390761,0.0423879
0.0360654,0.0297308,0.0397489,0.0372299,0.0365536
0.0382295,0.0478935,0.0343642,0.0403426,0.0399947
0.0551438,0.0409758,0.0406595,0.0214561,0.0499561
0.0542611,0.0422501,0.035023,0.0318342,0.0424482
0.0385296,0.0387525,0.0397975,0.0418732,0.0423748
0.0361958,0.0373806,0.0429195,0.0388318,0.0401755
0.0451571,0.0398673,0.0452054,0.035398,0.0417049
0.0352602,0.0380158,0.0383324,0.0399045,0.0361637
0.0594817,0.0404333,0.0414715,0.044497,0.0478365
0.0318138,0.0459393,0.0427981,0.030388,0.0355723
0.0423482,0.0495642,0.0069877,0.0444113,0.0400025
0.0409549,0.0378046,0.0382157,0.0341087,0.0379926
0.0357751,0.0372196,0.0409859,0.0441948,0.0383247
0.031527,0.0454143,0.0454131,0.0278785,0.037303
0.0395465,0.037647,0.037617,0.03797,0.0382666
0.036545,0.036867,0.0388913,0.0391788,0.0392093
0.0371637,0.0434122,0.0415332,0.0384728,0.041924
0.0387712,0.0373614,0.0397891,0.0372246,0.0406215
0.0364033,0.0414401,0.0352957,0.0345514,0.0401597
0.0386984,0.0340388,0.0194996,0.0384547,0.0299624
0.0356835,0.0396985,0.0389132,0.0467624,0.0413928
0.0422583,0.0429017,0.04187,0.0371378,0.0422573
0.0395753,0.0409224,0.0396064,0.0342647,0.0257652
0.0298476,0.0282074,0.0386547,0.0384728,0.0978111
0.0398443,0.0400743,0.0417601,0.0399366,0.0396354
0.0416788,0.0380841,0.0426214,0.038384,0.0404007
0.065031,0.0261194,0.0376705,0.0418353,0.0424824
0.0443539,0.0174733,0.0402022,0.0399734,0.0392986
0.0411235,0.037428,0.0398868,0.0436149,0.0369277
0.0381151,0.0425885,0.0401777,0.0660682,0.0479362
0.0408079,0.0411681,0.0402537,0.0393004,0.020015
0.0366805,0.0428165,0.0409184,0.0392803,0.041172
0.0382527,0.0395917,0.0386286,0.0402524,0.0423894
0.0449258,0.0336909,0.040614,0.038544,0.0411634
0.0404989,0.0404046,0.038567,0.0421821,0.0394714
0.0394608,0.0391182,0.035696,0.0402582,0.0412488
0.0396694,0.0402834,0.0427214,0.0393377,0.0360031
0.0365173,0.0391042,0.0386929,0.0376653,0.0414585
0.0361556,0.0484656,0.0442296,0.0388715,0.036835
0.0389351,0.0460163,0.0392641,0.0344822,0.0357492
0.0422562,0.0501949,0.0402983,0.0436417,0.0435376
0.0359007,0.0440955,0.0385556,0.0298376,0.04046
0.0427096,0.0390134,0.043916,0.0407825,0.0363747
0.0397818,0.0393019,0.0399649,0.0404345,0.0411636
0.038376,0.0332302,0.0464627,0.0344055,0.0353844
0.0387877,0.0405545,0.0390853,0.0337492,0.043947
0.0433961,0.0393895,0.0414502,0.0440646,0.050634
0.0461763,0.0380495,0.0192403,0.0344038,0.0279797
0.0367258,0.0406586,0.0393136,0.0447485,0.0417008
0.0391867,0.0418804,0.0392515,0.0470194,0.0379551
0.0441093,0.0381606,0.0383689,0.03973,0.041825
0.0387757,0.0454221,0.0403158,0.0410104,0.0409439
0.057786,0.0398386,0.0423056,0.0164326,0.0416852
0.0524098,0.0563914,0.0389194,0.0492513,0.0395144
0.0380971,0.0429617,0.0410252,0.0462308,0.0403289
0.0346343,0.0391705,0.0399815,0.0340798,0.0275445
0.04268,0.0361549,0.0457032,0.019516,0.0144638
0.0398858,0.0400262,0.0388204,0.0384897,0.0416225
0.0355913,0.0391568,0.0564478,0.0398295,0.0469893
0.0374377,0.034485,0.0250382,0.0400169,0.0409733
0.0397581,0.042873,0.0374995,0.0335347,0.028071
0.0787637,0.0437953,0.0422884,0.0298977,0.0423568
0.0460486,0.0531704,0.0386636,0.0417491,0.0408667
0.0369553,0.0389323,0.0421867,0.0378104,0.0416553
0.0423383,0.0377011,0.03817,0.0315675,0.0380106
0.0364833,0.0394004,0.0418127,0.0394038,0.0348756
0.0354334,0.0427243,0.04025,0.0400956,0.0411122
0.0364208,0.0374778,0.0402951,0.0379408,0.0370951
0.0364647,0.031367,0.037734,0.0391163,0.040878
0.0355807,0.0381092,0.0405835,0.039845,0.0412352
0.0420959,0.0376397,0.0373608,0.027794,0.0358298
0.0462909,0.0406147,0.0414612,0.0362075,0.0429749
0.0390589,0.0444673,0.0388701,0.0378508,0.0308378
0.0388001,0.038605,0.0490746,0.0320949,0.0430354
0.0481349,0.0378027,0.0393578,0.0183112,0.0291574
0.0479815,0.0378671,0.039071,0.0235238,0.0431024
0.0369925,0.0397225,0.0478861,0.0353811,0.0409509
0.0347835,0.0372722,0.0400368,0.0379446,0.042314
0.0418763,0.0389283,0.0381944,0.0364764,0.0427102
0.0369046,0.0426437,0.0417541,0.0407856,0.0405955
0.0134756,0.0385598,0.034408,0.0392462,0.0387049
0.0448551,0.0491047,0.0378718,0.0381906,0.0493859
0.0466503,0.039193,0.0390119,0.0437578,0.0354619
0.0373031,0.0396556,0.037832,0.0373172,0.0420493
0.0260483,0.0369508,0.0331662,0.0400272,0.0454244
0.0406403,0.0492926,0.0433757,0.0398373,0.0014654
0.0346486,0.0385747,0.0390794,0.0402459,0.0404772
0.0682535,0.0388963,0.0373678,0.043442,0.0361231
0.0411072,0.0468746,0.0407453,0.0407529,0.0408714
0.0371617,0.0390773,0.0402433,0.0410022,0.0386369
0.03771,0.0399471,0.00024545,0.0349711,0.0411474
0.0371822,0.0389744,0.0385709,0.0388802,0.0380385
0.0439593,0.0371541,0.0394757,0.0380272,0.0458329
0.0427688,0.0374878,0.038104,0.0422499,0.0356325
0.0450693,0.0383275,0.0398356,0.03794,0.0411799
0.0442613,0.0545637,0.0394579,0.0396402,0.0400747
0.0405255,0.0395024,0.046152,0.0409616,0.0409257
0.0443552,0.0428662,0.0376358,0.0391142,0.0337392
0.0821869,0.038469,0.0366592,0.0407221,0.0406896
0.0416711,0.0405373,0.030295,0.0394477,0.0413791
0.0382885,0.0395588,0.0411745,0.0378816,0.0406503
0.0408322,0.0456594,0.0407396,0.0375592,0.0371227
0.0384213,0.0454542,0.0389661,0.0378795,0.0376727
0.0355645,0.0445361,0.0389218,0.0360695,0.0376551
0.0395401,0.028491,0.0406302,0.0374318,0.0413759
0.0272607,0.0501529,0.0438369,0.0325964,0.0214047
0.0329881,0.0622968,0.0411253,0.0405956,0.0422534
0.0352536,0.0204063,0.0394185,0.0429553,0.0247049
0.0453634,0.0467172,0.0428148,0.0407722,0.0383147
0.0424198,0.0411899,0.0414532,0.0389308,0.0489147
0.0397251,0.03928,0.0518978,0.0392573,0.0337901
0.0407066,0.0378911,0.0399768,0.0408577,0.0248404
0.0400313,0.0363974,0.0485212,0.0394335,0.0125051
0.0396625,0.0351652,0.0378391,0.0280983,0.0423218
0.0429085,0.0421795,0.038607,0.0656546,0.0413059
0.037093,0.0399104,0.0324647,0.102619,0.041799
0.0382596,0.0415638,0.0396294,0.0401966,0.0430333
0.0364912,0.0412763,0.0236504,0.0381848,0.0425676
0.0473033,0.0202193,0.0388041,0.032127,0.0406732
0.0405744,0.0429292,0.0467688,0.039774,0.0472908
0.0409619,0.0398253,0.0731822,0.0391006,0.0420769
0.0371895,0.0422168,0.0364447,0.0397325,0.0376976
0.039115,0.0386537,0.0295534,0.0387706,0.043498
0.04131,0.0232721,0.0430737,0.0430801,0.0385837
0.0429178,0.041555,0.0424646,0.0393117,0.0431377
0.0375029,0.0487437,0.0282581,0.0384431,0.0445189
0.0359027,0.037123,0.0352614,0.0396853,0.0378486
0.040667,0.0395292,0.0414559,0.0344149,0.0357694
0.0410667,0.0399104,0.0394558,0.04043,0.0407508
0.0362444,0.0555712,0.0369829,0.0398421,0.0421246
0.0479119,0.0436766,0.0330281,0.0360778,0.0518812
0.0432924,0.0421391,0.042243,0.0418393,0.0357681
0.0370187,0.0419521,0.0368679,0.00878618,0.0403402
0.0371857,0.0375066,0.0489621,0.039756,0.0434774
0.0229136,0.0424807,0.0386375,0.0379354,0.0404468
0.0387744,0.044865,0.0406617,0.0352571,0.0391391
0.0362365,0.0403966,0.0383268,0.0397326,0.0354426
0.0377013,0.0375991,0.0392953,0.0184172,0.0194747
0.0380637,0.041852,0.042102,0.0388613,0.0417846
0.0385988,0.0377219,0.0421715,0.0411082,0.0407916
0.00448963,0.0407358,0.0398143,0.0249615,0.0396938
0.0408491,0.0428024,0.039207,0.039251,0.0412069
0.0681715,0.0416187,0.0416867,0.0385168,0.0371127
0.0385877,0.0249523,0.0452788,0.0458902,0.0417519
0.0237687,0.0417276,0.0393321,0.0914601,0.0431417
0.0399011,0.0340375,0.0395466,0.0393583,0.0414058
0.0362125,0.0358379,0.0422539,0.0209187,0.0366261
0.0405259,0.0390325,0.0414933,0.038029,0.0407366
0.0390467,0.0410524,0.0365027,0.0288371,0.0557139
0.0415257,0.0375469,0.038612,0.0411483,0.0381597
0.0361566,0.0462206,0.0418219,0.0361024,0.041172
0.040849,0.039157,0.0416407,0.0380268,0.0382412
0.0323608,0.0474034,0.0417042,0.0400195,0.0408118
0.044887,0.0433701,0.0397509,0.046631,0.0406918
0.0400673,0.0369912,0.0399724,0.0398405,0.0358493
0.0372018,0.0384693,0.039211,0.0233104,0.0488081
0.0391891,0.0397579,0.0374865,0.0508586,0.0380279
0.0355929,0.0392729,0.0284037,0.0372295,0.0467283
0.0455641,0.0328369,0.0373013,0.0396338,0.0413879
0.0386285,0.0381891,0.0384507,0.0357104,0.0367471
0.0475135,0.0408113,0.0395027,0.0402904,0.0575934
0.0421037,0.0394651,0.0393809,0.038111,0.0408649
0.035366,0.0422522,0.0405726,0.0350583,0.0679424
0.0367598,0.0405981,0.0419607,0.0427488,0.0421338
0.0366102,0.0371306,2.37614e-008,0.0446901,0.0396361
0.0413479,0.0401036,0.0402211,0.0315813,0.0402945
0.0410621,0.0416488,0.0427663,0.0394213,0.0397261
0.0313825,0.0345381,0.0395561,0.039715,0.0345431
0.0276223,0.0386279,0.0349968,0.0379942,0.0447273
0.0385991,0.0430934,0.042463,0.0410968,0.0395548
0.0423278,0.0426607,0.0406265,0.0313062,0.0428694
0.0362795,0.0602621,0.0431279,0.0239198,0.0399719
0.0377931,0.037552,0.0399372,0.0364375,0.0386597
0.0398792,0.0218857,0.0385382,0.0357531,0.0422093
0.0440598,0.0377146,0.0342038,0.0399618,0.0276752
0.0401218,0.037217,0.0370163,0.040224,0.0411193
0.0277642,0.0406877,0.0463211,0.0402827,0.0403754
0.0792995,0.0382032,0.0401638,0.0384095,0.0388798
0.0444398,0.038873,0.0406911,0.0379495,0.0322893
0.00878682,0.017711,0.0370315,0.0437384,0.0260523
0.018351,0.034003,0.0322992,0.0378329,0.0378722
0.0417155,0.0389601,0.0452198,0.0413102,0.0331985
0.0452103,0.0392234,0.0404954,0.0359073,0.0409827
0.0478948,0.0395888,0.0412292,0.0401743,0.040736
0.0398806,0.0424348,0.0395167,0.0388962,0.0367695
0.0322471,0.0440499,0.0387258,0.0398217,0.0394254
0.031988,0.0412297,0.0377618,0.0398539,0.0377325
0.042325,0.0395302,0.035176,0.0415603,0.0386852
0.0385627,0.0398465,0.0419972,0.0313659,0.039112
0.0373753,0.0387809,0.0375107,0.0407976,0.0547524
0.0436271,0.039105,0.0390795,0.0454813,0.0515375
0.0362671,0.0454258,0.0408216,0.0386327,0.0490874
0.0404459,0.038078,0.0398757,0.0368703,0.0381109
0.0520607,0.0414644,0.043689,0.038945,0.0496097
0.0374269,0.0399104,0.0396378,0.0464198,0.0357847
0.0391301,0.0401167,0.0396159,0.0349967,0.0364765
0.0362531,0.0406494,0.0383762,0.0361571,0.0384994
0.0323886,0.0435742,0.0432019,0.0371235,0.0416079
0.0360984,0.037013,0.0437162,0.0381189,0.0434618
0.0394057,0.0409745,0.0402207,0.0384019,0.041239
0.0355156,0.0450704,0.0393267,0.0389162,0.0259985
0.0480599,0.0480774,0.0461021,0.0384788,0.0386548
0.0445644,0.0413692,0.0384489,0.0421499,0.0408527
0.0422706,0.0388946,0.0398667,0.0389588,0.0408573
0.0373499,0.0416186,0.0392203,0.0450147,0.0368073
0.0273081,0.0645312,0.0441185,0.0384723,0.0372296
0.0371523,0.0637725,0.024859,0.0329242,0.0331865
0.0396364,0.0470416,0.0324769,0.0391361,0.0464086
0.0398928,0.0397011,0.0423487,0.0402735,0.0339623
0.0396902,0.0409627,0.0554138,0.0387258,0.037043
0.0364428,0.0378447,0.0371396,0.0376003,0.025101
0.0369187,0.0452162,0.0390876,0.0396766,0.0430328
0.038526,0.0392624,0.0316564,0.0412173,0.0417751
0.0377238,0.0376076,0.0328286,0.033419,0.0341936
0.045144,0.0325043,0.0397754,0.0394572,0.0541021
0.0322936,0.0370632,0.0402216,0.0399369,0.0411516
0.0371452,0.041643,0.0391963,0.039245,0.0399194
0.0347658,0.0395152,0.0354676,0.00332478,0.0411944
0.0404627,0.0379847,0.0388248,0.0392559,0.0234591
0.0418936,0.039565,0.0392234,0.0200959,0.0418152
0.0406101,0.0377594,0.0389661,0.0376313,0.0415406
0.0458275,0.0391435,0.0375421,0.0396085,0.0436923
0.0387762,0.0376947,0.0385374,0.0114003,0.0378864
0.0409212,0.0418087,0.0402914,0.0407142,0.0405178
0.0452298,0.0415006,0.0390389,0.0386038,0.072679
0.0280296,0.0395792,0.0458488,0.0408442,0.0425869
0.0373994,0.0389562,0.0375095,0.0254518,0.0373023
0.0377158,0.0388562,0.0376864,0.0386085,0.040322
0.0362034,0.0354942,0.0427425,0.0393022,0.0390585
0.0363874,0.0399722,0.0429066,0.0380824,0.042861
0.0338413,0.038274,0.036404,0.0361267,0.040682
0.0431223,0.0376865,0.0393271,0.050861,0.0394543
0.0374351,0.0383819,0.0344758,0.0386636,0.0453711
0.0396684,0.0410354,0.0361648,0.0379485,0.0398843
0.0399251,0.0375108,0.037149,0.0342021,0.0403083
0.038392,0.0242347,0.0352763,0.0372714,0.0408141
0.0189129,0.0398163,0.0379372,0.0388639,0.0437948
0.050989,0.0444674,0.0447612,0.0333851,0.0365881
0.0452236,0.0440409,0.0380879,0.0409313,0.0335493
0.0423713,0.0446098,0.0632177,0.039521,0.0410361
0.0328202,0.0391649,0.04401,0.0379513,0.0284709
0.0826287,0.0380889,0.0384941,0.0378562,0.0394218
0.0366584,0.039501,0.0389875,0.040315,0.0382899
0.0409079,0.0375031,0.032665,0.0391494,0.0368032
0.0429654,0.0374328,0.0406201,0.0372741,0.0379679
0.0407096,0.03972,0.0386669,0.0377361,0.0413924
0.0387098,0.0354274,0.0207601,0.0431048,0.0408514
0.0344,0.0417618,0.0223114,0.0194355,0.042331
0.0379376,0.0199045,0.0378365,0.0403362,0.0375821
0.0411073,0.0420934,0.0415367,0.0394249,0.0395045
0.0360324,0.0399778,0.0345734,0.040015,0.0371583
0.0365662,0.0406285,0.0406816,0.038503,0.0260674
0.0383007,0.0406561,0.0386271,0.039184,0.0375871
0.0318638,0.0395233,0.0349904,0.0465871,0.0361991
0.039872,0.0253195,0.0392164,0.0376203,0.040042
0.0418619,0.0395922,0.0406748,0.0425764,0.0408667
0.0363323,0.0671343,0.0387228,0.0413515,0.0409003
0.0354981,0.0371473,0.0411029,0.0416543,0.0386358
0.0343209,0.0421013,0.0375203,0.0393885,0.0382486
0.018093,0.0405316,0.0415021,0.0399663,0.0412353
0.0378618,0.0583752,0.0428608,0.0384826,0.0413041
0.0408743,0.0286408,0.0432433,0.0528011,0.0506878
0.0367427,0.0396555,0.0426984,0.0400399,0.039599
0.0398744,0.0429698,0.0428014,0.0399495,0.0407562
0.0376736,0.0353765,0.0389042,0.0379346,0.0408282
0.0400863,0.0324714,0.0421659,0.0398373,0.036925
0.0409851,0.0433722,0.0413406,0.0348343,0.0418389
0.0396346,0.0423366,0.0467693,0.0408762,0.0413614
0.0408996,0.040927,0.038733,0.0385323,0.0389487
0.0436545,0.0400594,0.0312173,0.0391612,0.0332191
0.0353529,0.0395827,0.00024545,0.0360787,0.0399578
0.0399024,0.0500676,0.0387211,0.0353126,0.0344942
0.0404162,0.0244404,0.0458832,0.040239,0.117996
0.0428137,0.0518151,0.0396317,0.039923,0.0401792
0.0514653,0.034043,0.0457685,0.0356638,0.039381
0.0381204,0.0490759,0.0387872,0.0555913,0.0408102
0.0386758,0.0369701,0.0367718,0.0468548,0.0391838
0.035488,0.0285324,0.0370678,0.0364245,0.0484794
0.0395055,0.0163987,0.0378275,0.0381299,0.0357988
0.0364894,0.0328471,0.0549874,0.0402689,0.0343945
0.042412,0.0429659,0.0414775,0.0396578,0.0401517
0.0362198,0.0447493,0.0401774,0.0436324,0.0379824
0.0412046,0.0396259,0.0392477,0.0398202,0.0441122
0.040604,0.0415035,0.0423305,0.0388747,0.0408835
0.0407511,0.0426451,0.0410947,0.036526,0.0358938
0.0404161,0.0392988,0.0407996,0.0401293,0.0386553
0.0381058,0.0462243,0.0398578,0.0383845,0.0413856
0.0462208,0.0381675,0.0390285,0.0397032,0.040781
0.0413636,0.0388421,0.0425711,0.0355185,0.0406129
0.039315,0.0400029,0.039693,0.0419782,0.0408144
0.0389108,0.0304732,0.0417622,0.0325102,0.0447265
0.0433861,0.0403947,0.0387235,0.0378764,0.0411957
0.0445825,0.0377843,0.0254138,0.0397487,0.0350828
