"X1","X2"
0.0413421,0.0413931
0.0413671,0.0400129
0.0487954,0.0401574
0.0355589,0.0415071
0.0336619,0.0378083
0.0331999,0.0415829
0.0364529,0.0410249
0.0404024,0.0387569
0.0399758,0.0414809
0.0383481,0.0323859
0.0400099,0.0422642
0.0349084,0.0374063
0.0396882,0.0395194
0.0367466,0.0367344
0.0377869,0.0503621
0.0899649,0.0405019
0.0559631,0.0389909
0.0392871,0.040085
0.0303669,0.0382828
0.0502583,0.0391643
0.0354141,0.0395924
0.0438134,0.0400878
0.0312398,0.0410554
0.0409824,0.050313
0.0428723,0.0513453
0.0333176,0.0425961
0.0335457,0.0453747
0.0401167,0.0349502
0.0365847,0.0418154
0.0392722,0.0412825
0.0378543,0.038968
0.0334093,0.0408836
0.0399918,0.0333562
0.0364888,0.0391637
0.0405305,0.0432782
0.0430705,0.0436093
0.0406963,0.0264112
0.041408,0.0380684
0.0398526,0.039969
0.0540138,0.0296938
0.0439828,0.0467614
0.0405049,0.034303
0.0354177,0.0403661
0.0371415,0.0389398
0.036275,0.041794
0.0384124,0.0414532
0.0468435,0.047249
0.0392122,0.0395802
0.0399468,0.0400416
0.0402501,0.0407137
0.0379188,0.0377367
0.0377033,0.0519028
0.0390352,0.0468275
0.0424829,0.0488556
0.0380461,0.0440464
0.0425968,0.0388494
0.0418959,0.0392585
0.0396157,0.0309531
0.0403549,0.0404359
0.0464,0.0403591
0.034003,0.0375941
0.0373377,0.0414081
0.0363628,0.0407275
0.041944,0.0393247
0.0402643,0.049064
0.0594173,0.0385975
0.0549031,0.0615552
0.0364954,0.0424325
0.0367834,0.0388409
0.0416338,0.0362926
0.0391657,0.0405809
0.0363461,0.0393806
0.0365966,0.0326343
0.0402119,0.0432543
0.0842652,0.0430255
0.0441782,0.0519015
0.0374762,0.038811
0.0454887,0.0358614
0.0377045,0.0398517
0.0374973,0.0446067
0.0375399,0.039101
0.033243,0.0296687
0.0312119,0.0399431
0.0395651,0.0382913
0.056004,0.0398218
0.0385456,0.0434937
0.0401822,0.0395329
0.043719,0.0384286
0.0375034,0.0400057
0.0378079,0.0401756
0.0368179,0.039555
0.0407916,0.0412243
0.0394902,0.042079
0.0136435,0.042945
0.0427745,0.0535556
0.0431237,0.0388544
0.0364883,0.0392978
0.0249645,0.0373951
0.0424349,0.0508013
0.0349228,0.0387755
0.0595085,0.0387552
0.03971,0.0438993
0.0363154,0.0414171
0.0381503,0.0402347
0.0296455,0.0411044
0.0423304,0.0252175
0.0422492,0.0306926
0.045971,0.0372574
0.0431689,0.0546599
0.0473652,0.0391806
0.0439531,0.042316
0.0628872,0.0415327
0.0413124,0.0389046
0.0392477,0.0395799
0.0394903,0.0479212
0.0391612,0.0395106
0.0367783,0.0409169
0.0423266,0.0276987
0.0213385,0.0476166
0.0328713,0.0436116
0.0383563,0.0420996
0.0432414,0.0450107
0.0403979,0.0392531
0.038055,0.0380893
0.0412041,0.0387705
0.0426852,0.0373952
0.039457,0.0365666
0.0426633,0.0400189
0.0388075,0.0378641
0.0387428,0.0417507
0.03681,0.040341
0.0453973,0.0259056
0.040242,0.0424198
0.0278142,0.0414136
0.037164,0.0349431
0.0267555,0.0404007
0.0441603,0.0206704
0.0435334,0.0433899
0.0397742,0.0506347
0.0389277,0.0386909
0.0395657,0.0406465
0.0420386,0.0400817
0.0364218,0.0482657
0.0460884,0.0433348
0.0425442,0.040269
0.0360548,0.041536
0.0379313,0.0357973
0.0193827,0.00239091
0.0251173,0.0432409
0.0364681,0.0342305
0.0376595,0.0384993
0.0383232,0.0447043
0.0401986,0.0385619
1.34809e-005,0.0394632
0.0394341,0.0434384
0.0857502,0.0392044
0.0440992,0.0304444
0.0094616,0.040472
0.0401631,0.0308864
0.0366088,0.0432405
0.040629,0.0397648
0.034851,0.047341
0.0575676,0.0394666
0.0376513,0.0467587
0.0394341,0.0391445
0.0330726,0.044534
0.0338955,0.0466042
0.0387971,0.0395994
0.0380944,0.0381223
0.0417754,0.0391204
0.0363817,0.0394033
0.0355836,0.0373614
0.0404584,0.039553
0.0521709,0.0413201
0.0394915,0.040446
0.0260114,0.0430341
0.0361739,0.0390823
0.0349849,0.0357876
0.0402809,0.0395765
0.0402321,0.0412107
0.0341237,0.0370539
0.0324975,0.04055
0.040166,0.0428291
0.0295077,0.0327989
0.0350049,0.0585213
0.0684981,0.0389955
0.0402597,0.0251315
0.0410147,0.0383504
0.0408785,0.0387549
0.0238237,0.0411231
0.0595458,0.0408994
0.0435252,0.0388555
0.0169319,0.0174738
0.0132647,0.0348006
0.0430148,0.0371577
0.0459624,0.0394717
0.0489233,0.0369675
0.04003,0.0338096
0.0592754,0.0378886
0.0473988,0.0415737
0.0363589,0.038329
0.0400513,0.0383951
0.0394166,0.0388917
0.0414197,0.0397793
0.0371133,0.040908
0.0404695,0.0392955
0.0536321,0.041333
0.0380588,0.0400817
0.0308263,0.0390873
0.0377945,0.0387869
0.0236172,0.0415717
0.0385245,0.0504753
0.0391306,0.0382436
0.0368224,0.0478448
0.0548016,0.042394
0.0426738,0.0414383
0.0533989,0.0378925
0.0365445,0.0411253
0.028104,0.0586968
0.0363075,0.0592946
0.0392626,0.0405321
0.0391613,0.0376038
0.0405728,0.0407347
0.0339761,0.0397418
0.0357527,0.0498941
0.0383038,0.0379385
0.037965,0.0407234
0.0467614,0.0314033
0.0335429,0.0364203
0.0411596,0.0410305
0.0330407,0.0396149
0.0389921,0.0388527
0.042497,0.0402594
0.0400843,0.0388378
0.0419659,0.0393881
0.0383154,0.0391475
0.0403283,0.0425701
0.0443047,0.0408101
0.0286285,0.037327
0.0365658,0.0412337
0.0389715,0.0305576
0.0385645,0.0376809
0.0345871,0.0346969
0.0349764,0.0385087
0.0423773,0.0390839
0.0333698,0.0407431
0.0398108,0.0435829
0.0399993,0.0391754
0.0366326,0.0326583
0.0124937,0.0414354
0.0559882,0.0451175
0.03978,0.0454567
0.0414215,0.0445553
0.0297177,0.0412621
0.0481179,0.0399753
0.0362108,0.0404244
0.0404251,0.0396629
0.0422699,0.0394763
0.0406183,0.0415252
0.0404264,0.0320144
0.0370773,0.0379355
0.0374876,0.0161288
0.0437203,0.0199716
0.0444671,0.0384376
0.0370792,0.0418526
0.0356393,0.0377808
0.0337781,0.0403939
0.0402149,0.0334864
0.0400177,0.0393304
0.0375588,0.0717078
0.0245288,0.0349456
0.0329417,0.0412478
0.0319352,0.040974
0.0396148,0.0473504
0.0413793,0.0235933
0.0378494,0.0413057
0.0402303,0.0360483
0.0325382,0.0413146
0.0398161,0.0293288
0.0403168,0.0396145
0.0351016,0.0413655
0.0344678,0.0369597
0.0288319,0.0422686
0.033952,0.0382937
0.0400199,0.0608372
0.0411097,0.0418823
0.031098,0.0454569
0.0466226,0.037411
0.0365456,0.0434061
0.0373217,0.039586
0.0332777,0.0204854
0.0394973,0.0256655
0.0333017,0.0322816
0.0398214,0.0441302
0.0376949,0.0413892
0.0400355,0.0400611
0.0415351,0.0416848
0.0403639,0.043079
0.0391254,0.0395542
0.0370931,0.0461779
0.0484913,0.0399991
0.0426275,0.040849
0.0401228,0.0388598
0.0390027,0.0282284
0.0415626,0.0401676
0.0439728,0.0395003
0.0387992,0.0381923
0.0431578,0.0393803
0.0535016,0.0386026
0.0402269,0.0376015
0.0379656,0.0526269
0.0363658,0.0232878
0.0438901,0.0348874
0.0440331,0.0392482
0.0392577,0.0359175
0.0451634,0.0416988
0.0439067,0.0393203
0.0271715,0.0376031
0.0408599,0.0386689
0.0622464,0.0254851
0.156556,0.0407024
0.0422893,0.0323807
0.0430383,0.0386379
0.0372331,0.0315335
0.0430275,0.00647413
0.0399358,0.0442926
0.0389127,0.0441269
0.049405,0.0620012
0.0421207,0.0515503
0.0289132,0.0392746
0.0335641,0.0385517
0.0387422,0.0399809
0.0377997,0.0401098
0.0363162,0.0527658
0.0329207,0.0434219
0.0360279,0.0409888
0.0422689,0.0431112
0.047267,0.0570467
0.0350048,0.038701
0.0567696,0.0368771
0.0436102,0.0306455
0.0400086,0.036474
0.0365501,0.0389008
0.0422679,0.0384734
0.0412636,0.0401649
0.0395311,0.0567619
0.0430062,0.0393042
0.0364842,0.0433458
0.0382387,0.0395808
0.0400991,0.0149636
0.036638,0.0410187
0.0451035,0.0361849
0.040651,0.0439216
0.038463,0.0395507
0.0385138,0.042486
0.018242,0.0455772
0.0380424,0.0397324
0.0556315,0.039001
0.0220892,0.0430904
0.0424361,0.0270671
0.0366171,0.0433975
0.0449224,0.0382752
0.0370196,0.0512339
0.0384238,0.0383671
0.0402685,0.0413686
0.0387786,0.0390194
0.0227705,0.0370116
0.0364753,0.0399878
0.0442391,0.131305
0.038959,0.0402133
0.0436551,0.0231646
0.034375,0.0388874
0.041021,0.03924
0.0237282,0.0413779
0.0378178,0.0389165
0.0439236,0.0308097
0.037252,0.0318037
0.0387922,0.0502989
0.0463343,0.0361274
0.0400082,0.0411316
0.0277724,0.0425289
0.0556643,0.0376788
0.0394703,0.0239195
0.0464394,0.039002
0.0367077,0.0392417
0.0394013,0.0397642
0.0413164,0.0367262
0.0471721,0.0412652
0.0366823,0.0501743
0.0756974,0.0457149
0.0391295,0.0280183
0.0389002,0.0392417
0.0383624,0.0409397
0.0409217,0.0335588
0.0541339,0.039232
0.0370263,0.0405139
0.0528538,0.0371458
0.0651366,0.037623
0.0472911,0.0443823
0.0450466,0.00472421
0.0421699,0.0427749
0.046821,0.0391755
0.038899,0.0456975
0.0352791,0.0393657
0.0384188,0.0552956
0.036497,0.040495
0.053013,0.00903359
0.0378125,0.0452377
0.0472832,0.041009
0.0320682,0.0310561
0.0499256,0.0390405
0.0413957,0.041883
0.0395096,0.0404258
0.0456856,0.0371484
0.050911,0.0146992
0.0397432,0.0393914
0.0432637,0.0370179
0.0316205,0.0372231
0.0382824,0.0588431
0.0425341,0.0401472
0.0381245,0.0388295
0.0402376,0.0383157
0.0368278,0.0428936
0.0197477,0.0414913
0.0395171,0.0400294
0.0585444,0.0443598
0.042674,0.0520894
0.0392713,0.0528836
0.0364754,0.0363204
0.0422275,0.0417433
0.0377554,0.0404186
0.0421638,0.0396965
0.0401582,0.0381901
0.0379479,0.0392203
0.0378655,0.0415938
0.0399413,0.0444604
0.0402858,0.0389475
0.0399089,0.0386139
0.035345,0.0408399
0.0365658,0.0361834
0.0365658,0.0457108
0.0373839,0.0436618
0.0414386,0.0399774
0.0402024,0.0390539
0.040291,0.0392903
0.0402132,0.0389049
0.0403486,0.0390895
0.0403811,0.0388359
0.0226454,0.0386306
0.0483106,0.0349672
0.0421215,0.0376768
0.0363029,0.0505542
0.0348703,0.0395799
0.16714,0.0383422
0.0656094,0.0416604
0.0378602,0.0396999
0.0405775,0.0391966
0.0433374,0.0429534
0.0407842,0.0476056
0.0453074,0.0372585
0.0251572,0.0246564
0.0290684,0.041512
0.0384517,0.0468558
0.0384766,0.0391754
0.0394795,0.0363052
0.0384421,0.0412831
0.0376949,0.0393703
0.0397375,0.0398006
0.0472465,0.0715547
0.027836,0.0377267
0.0339712,0.0326225
0.0420893,0.0424174
0.0379188,0.0366646
0.0603445,0.0342244
0.0390308,0.0423083
0.0400541,0.0442537
0.0377045,0.0408957
0.0356183,0.048053
0.0141077,0.039002
0.0408484,0.033922
0.0419297,0.0410449
0.0219896,0.0427176
0.0218103,0.0208566
0.0277598,0.0362185
0.0595956,0.0430199
0.0516076,0.0394445
0.0356749,0.0349353
0.0400883,0.0412796
0.0398731,0.0368679
0.0485537,0.0413905
0.0408408,0.0351381
0.0442521,0.0424555
0.0401886,0.0405909
0.0391496,0.0270154
0.0467884,0.0396014
0.0392298,0.0558259
0.0390574,0.0380849
0.0555298,0.0373485
0.0422676,0.0403479
0.0358329,0.04677
0.0367604,0.0548379
0.0368482,0.0388992
0.0421092,0.0407174
0.0519414,0.03342
0.045943,0.0300299
0.0401639,0.033859
0.0363643,0.0569475
0.0431165,0.0378392
0.0385539,0.0396173
0.0378787,0.0406831
0.0370566,0.0394931
0.0404563,0.0219112
0.0387046,0.0344922
0.0412881,0.0376512
0.037923,0.0391743
0.0442726,0.0397173
0.0427472,0.00464053
0.0428876,0.0466152
0.0267255,0.0421424
0.0390501,0.0404351
0.0367491,0.0420736
0.0333476,0.0349468
0.0369222,0.0414015
0.0376076,0.0405987
0.0337209,0.0390968
0.0384151,0.0394637
0.0370452,0.03486
0.0382015,0.0195979
0.0396807,0.0339929
0.0280559,0.0379316
0.0405626,0.0463165
0.0496128,0.0368203
0.0368055,0.0326255
0.037793,0.0403519
0.0500619,0.0390674
0.0495792,0.052068
0.0431992,0.0391685
0.0412404,0.0372661
0.0441755,0.0114823
0.035491,0.0377808
0.037628,0.0364131
0.0372918,0.0382147
0.0363141,0.0410421
0.0387772,0.10201
0.044361,0.0398978
0.0442432,0.0348752
0.0384591,0.0377318
0.0385816,0.04173
0.0254329,0.0417696
0.026074,0.0362885
0.0365776,0.0432797
0.0337448,0.0404056
0.0390107,0.0403983
0.0336032,0.0405271
0.0222353,0.029045
0.0365598,0.0414449
0.018608,0.036003
0.0415506,0.0386361
0.0372094,0.0389377
0.0387743,0.0380838
0.043934,0.00843474
0.039118,0.000236543
0.0277479,0.0428442
0.0416463,0.0389416
0.0597153,0.0319853
0.0336175,0.040534
0.0405214,0.0366957
0.0358651,0.0372751
0.0333579,0.0341784
0.037779,0.039095
0.0380521,0.0562179
0.0380067,0.0393097
0.0360192,0.0442412
0.0383839,0.047619
0.0400843,0.0391965
0.0378998,0.0420885
0.0344776,0.0334751
0.0350515,0.0440722
0.0381066,0.0154568
0.0383831,0.0422833
0.0358501,0.0432713
0.0468976,0.0376001
0.0343793,0.0391613
0.0300017,0.0190217
0.0395768,0.0423286
0.0423948,0.101824
0.0451022,0.0292652
0.0117082,0.0379676
0.0487087,0.0406558
0.0361668,0.0425401
0.0283924,0.0402066
0.0362555,0.0403421
0.0395783,0.0397962
0.0597001,0.0392813
0.0327345,0.0426825
0.0555748,0.0408066
0.0403484,0.038455
0.0365723,0.0377346
0.0394794,0.0440021
0.0295825,0.0375783
0.0375019,0.0416842
0.0419192,0.0371234
0.0390395,0.0386649
0.035878,0.0437332
0.0400606,0.0402621
0.0421119,0.0390027
0.0488528,0.0238249
0.0378662,0.033912
0.0399305,0.0443914
0.0419125,0.0404445
0.0375554,0.0784734
0.0387737,0.042681
0.0453031,0.0410471
0.036957,0.0418252
0.0499502,0.0439535
0.0277757,0.0441326
0.0399947,0.0381027
0.04836,0.0189292
0.0426795,0.0313096
0.0399495,0.0410492
0.0377258,0.0404507
0.0397183,0.0420476
0.0365676,0.0427461
0.0376379,0.0484735
0.0360679,0.0400694
0.0410552,0.0352438
0.0380879,0.0349592
0.0382369,0.0397323
0.036624,0.0257249
0.0402332,0.0387805
0.0378662,0.0418905
0.0378805,0.0441978
0.0259389,0.0392882
0.0330246,0.0356494
0.0374877,0.0394503
0.0364851,0.033929
0.0330646,0.041481
0.0367126,0.0385371
0.0497391,0.0441707
0.023741,0.0392381
0.0420451,0.0413465
0.0441498,0.0599776
0.0215069,0.0432179
0.0355901,0.0405434
0.041901,0.0731764
0.0528524,0.0435265
0.0425701,0.0397282
0.0380282,0.0373122
0.0394337,0.0394302
0.0470716,0.039426
0.0371515,0.0355386
0.0443086,0.0475682
0.0423982,0.0406509
0.0395756,0.0409574
0.0656654,0.0469949
0.0442611,0.039368
0.0402442,0.039175
0.0341116,0.0400269
0.0401352,0.0400993
0.0324684,0.0208571
0.0317301,0.0513551
0.0422698,0.038441
0.0422595,0.0325811
0.0354005,0.0392761
0.0382469,0.0427884
0.0333362,0.0402759
0.0414856,0.0193101
0.0377569,0.0403076
0.0366103,0.0398012
0.0405734,0.0392361
0.0406892,0.0399172
0.0303629,0.0441762
0.0390427,0.0395861
0.0352214,0.0407327
0.0434098,0.0430547
0.0416573,0.034723
0.0372042,0.0432344
0.0468129,0.0383866
0.0483217,0.0428181
0.0466528,0.0323215
0.0377569,0.0309841
0.0361266,0.0378374
0.0386944,0.0388469
0.0426513,0.0476136
0.040137,0.0389857
0.0472021,0.0378641
0.0396896,0.040569
0.0402314,0.0459878
0.0381932,0.0290138
0.0210345,0.0402631
0.0161317,0.0492879
0.0621205,0.0400817
0.0410804,0.0397237
0.0301262,0.0219858
0.0381981,0.0351668
0.0438916,0.0404266
0.0415709,0.037125
0.0859361,0.0400075
0.0496386,0.0386228
0.0367021,0.0406172
0.0322711,0.0428646
0.0367462,0.042086
0.0337824,0.0431278
0.0516924,0.0506361
0.0378909,0.0315965
0.0532022,0.044622
0.0192958,0.0394784
0.0394625,0.0299496
0.0462607,0.0397004
0.0403142,0.0429291
0.0315283,0.0351861
0.0330007,0.0392556
0.0369845,0.0364721
0.0293377,0.0424146
0.03933,0.038916
0.0409757,0.0411576
0.0418593,0.0407792
0.0949566,0.0339142
0.0373122,0.0391562
0.0358678,0.0387753
0.0386879,0.0399228
0.0308174,0.0158158
0.0402191,0.0345804
0.0353914,0.0280925
0.0414613,0.0380621
0.0433521,0.0425991
0.0397974,0.0401427
0.0613307,0.0534528
0.0316644,0.0357359
0.0390906,0.0401169
0.0394794,0.0559029
0.041245,0.0434503
0.0440054,0.0419649
0.0464728,0.0391146
0.0428149,0.0345559
0.0370724,0.0257678
0.0318255,0.03904
0.0405905,0.0418541
0.00649425,0.0388364
0.139406,0.041116
0.0375564,0.0391737
0.0464376,0.0407998
0.0402408,0.0393997
0.0393771,0.040261
0.0440879,0.0404716
0.0370132,0.0492639
0.0391958,0.0223443
0.0363536,0.0411682
0.0403173,0.039343
0.0603433,0.03297
0.0425329,0.0309386
0.0370567,0.0391687
0.0367021,0.0409731
0.0395762,0.0331434
0.0382961,0.041954
0.0386565,0.0397232
0.0238857,0.0400817
0.0403538,0.0211782
0.039947,0.0367513
0.0892394,0.0300962
0.0445331,0.018844
0.0393426,0.0391637
0.0474523,0.0401138
0.0391047,0.0439788
0.0423049,0.0393695
0.0475685,0.0450841
0.0394236,0.0213823
0.0416353,0.0611679
0.0332608,0.0424178
0.0388005,0.0393379
0.0552923,0.0399764
0.0285326,0.0412654
0.042452,0.0397681
0.0402437,0.0350831
0.0427959,0.0448464
0.0297483,0.0356751
0.0206615,0.0412098
0.0411315,0.0349164
0.0421764,0.0420826
0.0432287,0.0452911
0.0473388,0.0375246
0.0406522,0.0355786
0.036564,0.0409557
0.0321787,0.0130843
0.0449068,0.0393822
0.0324123,0.0391574
0.0440671,0.0387226
0.0395933,0.0393528
0.0536891,0.0446946
0.035562,0.0394844
0.0421916,0.040387
0.0359551,0.0424493
0.0408998,0.0400203
0.0363106,0.0338176
0.0364918,0.0509613
0.0355675,0.0398131
0.035169,0.0395086
0.0386805,0.0347867
0.0399814,0.0354367
0.0323239,0.0396371
0.0376549,0.0443986
0.0312367,0.0390835
0.0404377,0.0481501
0.0448015,0.0393772
0.0375549,0.0444259
0.037976,0.0406601
0.0271526,0.0347616
0.0401047,0.044167
0.0463857,0.0442618
0.0401784,0.0399227
0.040286,0.0375338
0.0364518,0.0476485
0.0452761,0.0236204
0.0303087,0.088644
0.0373222,0.040762
0.0375156,0.0399075
0.0360563,0.0401799
0.0365269,0.0392888
0.0142884,0.0412374
0.0412853,0.0483035
0.0403377,0.0382456
0.0368453,0.0380846
0.0351321,0.0389886
0.0455801,0.0463333
0.0227263,0.0386408
0.0306387,0.0388703
0.0366113,0.0383154
0.0213044,0.0414708
0.0360323,0.0240244
0.0400418,0.0382529
0.0446529,0.0389224
0.0365768,0.0390578
0.0371531,0.0469863
0.0413619,0.0390987
0.0400765,0.0867595
0.0461197,0.038082
0.0386633,0.0382311
0.066557,0.0448301
0.0468234,0.0424669
0.0364819,0.040665
0.0423126,0.0353165
0.036678,0.0451211
0.0387874,0.039149
0.036422,0.0385676
0.021905,0.0389681
0.042707,0.0409839
0.0365658,0.0390237
1.31104e-007,0.036102
0.0380121,0.059414
0.036888,0.0441926
0.0453828,0.039134
0.0363829,0.0315532
0.0401615,0.0387608
0.0412165,0.0449379
0.040817,0.0444591
0.0414648,0.0388007
0.0395007,0.044352
0.0351496,0.038848
0.0387356,0.0258957
0.0260324,0.0342571
0.0402433,0.0388561
0.0365106,0.0456885
0.0391604,0.0372793
0.0414022,0.0419002
0.0344634,0.0437997
0.0179052,0.0361239
0.0534888,0.0400232
0.0374545,0.0289992
0.0403411,0.0613367
0.034691,0.0393996
0.0364383,0.0402878
0.0267202,0.0640392
0.0376949,0.0425159
0.0394617,0.0393817
0.0380664,0.0430735
0.0364864,0.0328728
0.0421109,0.0370658
0.0401554,0.0431564
0.0256127,0.0388874
0.0390449,0.0386936
0.0400937,0.0396305
0.0352591,0.0361715
0.0587665,0.0331941
0.0365924,0.0423023
0.0371443,0.0404407
0.039925,0.0481937
0.037243,0.0408072
0.0385324,0.0430206
0.046763,0.0433068
0.0401987,0.0473669
0.032324,0.0405459
0.0388825,0.056402
0.0592809,0.0334056
0.0574535,0.0379748
0.0387436,0.0447127
0.028264,0.0451193
0.0357722,0.0364628
0.039389,0.0403469
0.0229729,0.0562398
0.025587,0.0436494
0.0366172,0.0391736
0.0341613,0.0430761
0.0569825,0.0341505
0.0487437,0.0394986
0.0943315,0.0267878
0.0295406,0.0386313
0.0381976,0.0375766
0.0425477,0.0363099
0.0403164,0.021353
0.0385993,0.0393956
0.0389918,0.039294
0.0415168,0.0378175
0.0391498,0.0513182
0.038011,0.0385358
0.0413013,0.0421461
0.040166,0.0420675
0.0365469,0.0388525
0.0250032,0.0388181
0.0379351,0.0437691
0.0442663,0.0377137
0.0437021,0.0462886
0.0316079,0.0459706
0.040216,0.0285983
0.0394126,0.0386372
0.0421838,0.042023
0.0375662,0.0380346
0.0653816,0.0403335
0.0401425,0.0374264
0.0311087,0.0443476
0.0357563,0.0397554
0.0410905,0.0399341
0.0227693,0.0339893
0.0366163,0.0402631
0.0421137,0.0550856
0.0371125,0.0457423
0.0325763,0.0378784
0.0397858,0.0153389
0.0390587,0.0365614
0.0366254,0.0426664
0.0404307,0.0363681
0.0418272,0.0377667
0.040263,0.0430241
0.041852,0.0241182
0.0456618,0.0391428
0.0257591,0.039266
0.0470028,0.0012752
0.0491544,0.0399614
0.0400903,0.0388014
0.0408329,0.0517149
0.037499,0.0420704
0.0368417,0.0409863
0.0349929,0.0414286
0.0398981,0.0320868
0.040381,0.0406275
0.0245772,0.0444473
0.0378392,0.0550429
0.0443571,0.0433605
0.0333065,0.0391561
0.030374,0.0423343
0.0377045,0.0223448
0.0409383,0.0394455
0.0379711,0.0393814
0.0385221,0.0393492
0.0319239,0.0406946
0.0415184,0.0403535
0.0359425,0.0562398
0.0400126,0.0388779
0.0403377,0.0466994
0.0499359,0.0411015
0.0331402,0.0404342
0.0333718,0.0347519
0.0376373,0.0392626
0.0880052,0.0393043
0.039599,0.0327058
0.0366049,0.0391952
0.0389919,0.0371105
0.0376321,0.0426548
0.0327737,0.0464951
0.0229225,0.0419154
0.036619,0.00641907
0.0386769,0.0356275
0.0488735,0.0367651
0.0406287,0.0414653
0.0510138,0.0387568
0.0385143,0.0393286
0.0315873,0.0389669
0.0387423,0.0389003
0.15484,0.0408811
0.0369505,0.0405758
0.0401666,0.039537
0.0425067,0.0403553
0.0228785,0.0399403
0.0332688,0.0370144
0.0467313,0.0493329
0.0382795,0.039615
0.0447868,0.0406942
0.0385332,0.0396535
0.0442645,0.0388213
0.0384216,0.0512832
0.0192364,0.0424442
0.0363811,0.0374225
0.0377534,0.039072
0.0311253,0.060835
0.0333729,0.039063
0.0439974,0.0419333
0.0409762,0.0427731
0.0384156,0.0377808
0.0332734,0.0411987
0.0341452,0.0390316
0.00816634,0.0246402
0.0376526,0.0416436
0.0400279,0.0416144
0.00908358,0.0417542
0.0390962,0.0420782
0.0376513,0.0378641
0.040265,0.0393588
0.0422169,0.00386013
